id,room,noted_date,temp,location
__export__.temp_log_192167_3e9c6865,Room Admin,07-12-2018 10:48,39,out
__export__.temp_log_192168_164bcac7,Room Admin,07-12-2018 10:48,38,out
__export__.temp_log_192165_77aaed4a,Room Admin,07-12-2018 10:48,39,out
__export__.temp_log_192166_afe22783,Room Admin,07-12-2018 10:48,38,out
__export__.temp_log_192162_fce4ac71,Room Admin,07-12-2018 10:48,38,out
__export__.temp_log_192160_8f0f4a60,Room Admin,07-12-2018 10:47,39,out
__export__.temp_log_192173_05cb9118,Room Admin,07-12-2018 10:46,39,out
__export__.temp_log_192156_871dc0c2,Room Admin,07-12-2018 10:46,38,out
__export__.temp_log_192171_48fc3cd7,Room Admin,07-12-2018 10:46,38,out
__export__.temp_log_192155_01b8d080,Room Admin,07-12-2018 10:45,39,out
__export__.temp_log_192154_7e5c8ac1,Room Admin,07-12-2018 10:45,38,out
__export__.temp_log_192149_9531bc9d,Room Admin,07-12-2018 10:44,39,out
__export__.temp_log_192148_972b5025,Room Admin,07-12-2018 10:43,39,out
__export__.temp_log_192147_e8782c98,Room Admin,07-12-2018 10:42,39,out
__export__.temp_log_192141_aa937944,Room Admin,07-12-2018 10:40,39,out
__export__.temp_log_192136_47f77ceb,Room Admin,07-12-2018 10:37,38,out
__export__.temp_log_192135_60c195fe,Room Admin,07-12-2018 10:37,38,out
__export__.temp_log_192132_1ade83c9,Room Admin,07-12-2018 10:35,38,out
__export__.temp_log_192131_c0d44f6f,Room Admin,07-12-2018 10:35,38,out
__export__.temp_log_192125_53c6ee52,Room Admin,07-12-2018 10:33,38,out
__export__.temp_log_192126_8eca0923,Room Admin,07-12-2018 10:33,38,out
__export__.temp_log_192121_10ccdc71,Room Admin,07-12-2018 10:31,37,out
__export__.temp_log_192122_15b189d8,Room Admin,07-12-2018 10:31,37,out
__export__.temp_log_192113_046bdeeb,Room Admin,07-12-2018 10:29,36,out
__export__.temp_log_192112_dcd62cb2,Room Admin,07-12-2018 10:29,36,out
__export__.temp_log_192106_686bfb8a,Room Admin,07-12-2018 10:27,35,out
__export__.temp_log_192107_d36f99a1,Room Admin,07-12-2018 10:27,35,out
__export__.temp_log_192102_db8c5307,Room Admin,07-12-2018 10:25,34,out
__export__.temp_log_192101_3aa1b255,Room Admin,07-12-2018 10:25,34,out
__export__.temp_log_192098_bc63fc4a,Room Admin,07-12-2018 10:23,33,out
__export__.temp_log_192097_7e44dd6c,Room Admin,07-12-2018 10:23,33,out
__export__.temp_log_192094_a32c8231,Room Admin,07-12-2018 10:21,32,out
__export__.temp_log_192093_7f3d5d88,Room Admin,07-12-2018 10:21,32,out
__export__.temp_log_192083_048d6344,Room Admin,07-12-2018 10:19,31,out
__export__.temp_log_192084_6c2a7297,Room Admin,07-12-2018 10:19,31,out
__export__.temp_log_192074_1fb36622,Room Admin,07-12-2018 10:17,30,out
__export__.temp_log_192073_b9519d00,Room Admin,07-12-2018 10:17,30,out
__export__.temp_log_192072_5cdd9023,Room Admin,07-12-2018 10:15,28,out
__export__.temp_log_192069_94402ca8,Room Admin,07-12-2018 10:15,28,out
__export__.temp_log_192066_847943bf,Room Admin,07-12-2018 10:13,27,out
__export__.temp_log_192065_7d679217,Room Admin,07-12-2018 10:13,27,out
__export__.temp_log_192061_a067efe7,Room Admin,07-12-2018 10:11,27,out
__export__.temp_log_192062_fbd7d902,Room Admin,07-12-2018 10:11,27,out
__export__.temp_log_192060_df9357f2,Room Admin,07-12-2018 10:10,26,out
__export__.temp_log_192059_94dfcb76,Room Admin,07-12-2018 10:10,26,out
